seqid,start,end,source,type,score,strand,phase,attributes
DN38.contig00001,255721,256615,ena,CDS,.,+,0,.
DN38.contig00001,254990,255596,ena,CDS,.,+,0,.
DN38.contig00001,253416,254988,ena,CDS,.,+,0,.
DN38.contig00001,250439,250604,ena,CDS,.,+,0,.
DN38.contig00001,248678,250337,ena,CDS,.,+,0,.
DN38.contig00001,246835,248623,ena,CDS,.,+,0,.
DN38.contig00001,245759,246716,ena,CDS,.,+,0,.
DN38.contig00001,244640,244907,ena,CDS,.,+,0,.
DN38.contig00001,241308,241698,ena,CDS,.,+,0,.
DN38.contig00001,240631,240961,ena,CDS,.,+,0,.
DN38.contig00001,238900,240589,ena,CDS,.,+,0,.
DN38.contig00001,236776,237883,ena,CDS,.,+,0,.
DN38.contig00001,236305,236611,ena,CDS,.,+,0,.
DN38.contig00001,235738,235921,ena,CDS,.,+,0,.
DN38.contig00001,234571,235588,ena,CDS,.,+,0,.
DN38.contig00001,234126,234471,ena,CDS,.,+,0,.
DN38.contig00001,233016,233700,ena,CDS,.,+,0,.
DN38.contig00001,232442,232886,ena,CDS,.,+,0,.
DN38.contig00001,230962,231466,ena,CDS,.,+,0,.
DN38.contig00001,226175,226901,ena,CDS,.,+,0,.
DN38.contig00001,224491,226027,ena,CDS,.,+,0,.
DN38.contig00001,222782,224480,ena,CDS,.,+,0,.
DN38.contig00001,222632,222764,ena,CDS,.,+,0,.
DN38.contig00001,222070,222223,ena,CDS,.,+,0,.
DN38.contig00001,220996,221764,ena,CDS,.,+,0,.
DN38.contig00001,219774,220452,ena,CDS,.,+,0,.
DN38.contig00001,218677,219625,ena,CDS,.,+,0,.
DN38.contig00001,218219,218540,ena,CDS,.,+,0,.
DN38.contig00001,217648,218215,ena,CDS,.,+,0,.
DN38.contig00001,212282,214484,ena,CDS,.,+,0,.
DN38.contig00001,210252,210753,ena,CDS,.,+,0,.
DN38.contig00001,207469,207955,ena,CDS,.,+,0,.
DN38.contig00001,206495,206921,ena,CDS,.,+,0,.
DN38.contig00001,206236,206431,ena,CDS,.,+,0,.
DN38.contig00001,204818,205199,ena,CDS,.,+,0,.
DN38.contig00001,204234,204546,ena,CDS,.,+,0,.
DN38.contig00001,202175,202925,ena,CDS,.,+,0,.
DN38.contig00001,200079,200928,ena,CDS,.,+,0,.
DN38.contig00001,198723,199599,ena,CDS,.,+,0,.
DN38.contig00001,197710,198565,ena,CDS,.,+,0,.
DN38.contig00001,197115,197508,ena,CDS,.,+,0,.
DN38.contig00001,196501,196843,ena,CDS,.,+,0,.
DN38.contig00001,195012,196437,ena,CDS,.,+,0,.
DN38.contig00001,193453,194869,ena,CDS,.,+,0,.
DN38.contig00001,185177,185753,ena,CDS,.,+,0,.
DN38.contig00001,184641,184992,ena,CDS,.,+,0,.
DN38.contig00001,182938,184549,ena,CDS,.,+,0,.
DN38.contig00001,182195,182708,ena,CDS,.,+,0,.
DN38.contig00001,181053,181929,ena,CDS,.,+,0,.
DN38.contig00001,177463,178609,ena,CDS,.,+,0,.
DN38.contig00001,175484,177380,ena,CDS,.,+,0,.
DN38.contig00001,174142,174646,ena,CDS,.,+,0,.
DN38.contig00001,171971,172541,ena,CDS,.,+,0,.
DN38.contig00001,169823,170441,ena,CDS,.,+,0,.
DN38.contig00001,168735,169635,ena,CDS,.,+,0,.
DN38.contig00001,164065,164458,ena,CDS,.,+,0,.
DN38.contig00001,163522,163885,ena,CDS,.,+,0,.
DN38.contig00001,163146,163491,ena,CDS,.,+,0,.
DN38.contig00001,162559,162889,ena,CDS,.,+,0,.
DN38.contig00001,160423,160558,ena,CDS,.,+,0,.
DN38.contig00001,159671,159995,ena,CDS,.,+,0,.
DN38.contig00001,157812,158130,ena,CDS,.,+,0,.
DN38.contig00001,157030,157747,ena,CDS,.,+,0,.
DN38.contig00001,151752,152187,ena,CDS,.,+,0,.
DN38.contig00001,150645,151011,ena,CDS,.,+,0,.
DN38.contig00001,147091,148387,ena,CDS,.,+,0,.
DN38.contig00001,144252,144711,ena,CDS,.,+,0,.
DN38.contig00001,139219,141385,ena,CDS,.,+,0,.
DN38.contig00001,137563,139201,ena,CDS,.,+,0,.
DN38.contig00001,136116,136356,ena,CDS,.,+,0,.
DN38.contig00001,135800,136094,ena,CDS,.,+,0,.
DN38.contig00001,135491,135743,ena,CDS,.,+,0,.
DN38.contig00001,134428,135130,ena,CDS,.,+,0,.
DN38.contig00001,132533,134423,ena,CDS,.,+,0,.
DN38.contig00001,131018,132218,ena,CDS,.,+,0,.
DN38.contig00001,128932,129589,ena,CDS,.,+,0,.
DN38.contig00001,126410,128042,ena,CDS,.,+,0,.
DN38.contig00001,124212,125583,ena,CDS,.,+,0,.
DN38.contig00001,122355,124206,ena,CDS,.,+,0,.
DN38.contig00001,121060,122248,ena,CDS,.,+,0,.
DN38.contig00001,119533,120895,ena,CDS,.,+,0,.
DN38.contig00001,118187,119441,ena,CDS,.,+,0,.
DN38.contig00001,117442,117889,ena,CDS,.,+,0,.
DN38.contig00001,115677,116952,ena,CDS,.,+,0,.
DN38.contig00001,114342,114756,ena,CDS,.,+,0,.
DN38.contig00001,111681,112044,ena,CDS,.,+,0,.
DN38.contig00001,110455,110698,ena,CDS,.,+,0,.
DN38.contig00001,109881,110217,ena,CDS,.,+,0,.
DN38.contig00001,108778,109000,ena,CDS,.,+,0,.
DN38.contig00001,107183,108062,ena,CDS,.,+,0,.
DN38.contig00001,105839,107063,ena,CDS,.,+,0,.
DN38.contig00001,104096,105728,ena,CDS,.,+,0,.
DN38.contig00001,102897,103548,ena,CDS,.,+,0,.
DN38.contig00001,102525,102828,ena,CDS,.,+,0,.
DN38.contig00001,101790,101901,ena,CDS,.,+,0,.
DN38.contig00001,99547,100468,ena,CDS,.,+,0,.
DN38.contig00001,98676,99450,ena,CDS,.,+,0,.
DN38.contig00001,97141,98464,ena,CDS,.,+,0,.
DN38.contig00001,96465,97116,ena,CDS,.,+,0,.
DN38.contig00001,93929,94271,ena,CDS,.,+,0,.
DN38.contig00001,92205,92688,ena,CDS,.,+,0,.
DN38.contig00001,91417,91621,ena,CDS,.,+,0,.
DN38.contig00001,89749,90049,ena,CDS,.,+,0,.
DN38.contig00001,84168,85659,ena,CDS,.,+,0,.
DN38.contig00001,83610,84120,ena,CDS,.,+,0,.
DN38.contig00001,82436,83372,ena,CDS,.,+,0,.
DN38.contig00001,81051,81228,ena,CDS,.,+,0,.
DN38.contig00001,80684,81047,ena,CDS,.,+,0,.
DN38.contig00001,79416,79746,ena,CDS,.,+,0,.
DN38.contig00001,78767,78917,ena,CDS,.,+,0,.
DN38.contig00001,77206,77485,ena,CDS,.,+,0,.
DN38.contig00001,75338,76019,ena,CDS,.,+,0,.
DN38.contig00001,74323,74779,ena,CDS,.,+,0,.
DN38.contig00001,69769,70876,ena,CDS,.,+,0,.
DN38.contig00001,69022,69337,ena,CDS,.,+,0,.
DN38.contig00001,68581,68971,ena,CDS,.,+,0,.
DN38.contig00001,68037,68202,ena,CDS,.,+,0,.
DN38.contig00001,67185,67608,ena,CDS,.,+,0,.
DN38.contig00001,66380,66599,ena,CDS,.,+,0,.
DN38.contig00001,65629,65782,ena,CDS,.,+,0,.
DN38.contig00001,64130,65456,ena,CDS,.,+,0,.
DN38.contig00001,63235,63415,ena,CDS,.,+,0,.
DN38.contig00001,59620,60094,ena,CDS,.,+,0,.
DN38.contig00001,56509,56701,ena,CDS,.,+,0,.
DN38.contig00001,54803,55997,ena,CDS,.,+,0,.
DN38.contig00001,53102,53774,ena,CDS,.,+,0,.
DN38.contig00001,52102,52858,ena,CDS,.,+,0,.
DN38.contig00001,50982,52080,ena,CDS,.,+,0,.
DN38.contig00001,50269,50980,ena,CDS,.,+,0,.
DN38.contig00001,48620,49649,ena,CDS,.,+,0,.
DN38.contig00001,47686,47830,ena,CDS,.,+,0,.
DN38.contig00001,46331,47153,ena,CDS,.,+,0,.
DN38.contig00001,42690,44637,ena,CDS,.,+,0,.
DN38.contig00001,38983,39664,ena,CDS,.,+,0,.
DN38.contig00001,34538,37355,ena,CDS,.,+,0,.
DN38.contig00001,32507,34397,ena,CDS,.,+,0,.
DN38.contig00001,31776,32502,ena,CDS,.,+,0,.
DN38.contig00001,31171,31387,ena,CDS,.,+,0,.
DN38.contig00001,29198,29657,ena,CDS,.,+,0,.
DN38.contig00001,28861,29146,ena,CDS,.,+,0,.
DN38.contig00001,28285,28531,ena,CDS,.,+,0,.
DN38.contig00001,26911,27085,ena,CDS,.,+,0,.
DN38.contig00001,26002,26227,ena,CDS,.,+,0,.
DN38.contig00001,24862,25432,ena,CDS,.,+,0,.
DN38.contig00001,23727,23832,ena,CDS,.,+,0,.
DN38.contig00001,22847,23096,ena,CDS,.,+,0,.
DN38.contig00001,20922,21132,ena,CDS,.,+,0,.
DN38.contig00001,19766,20066,ena,CDS,.,+,0,.
DN38.contig00001,17680,18598,ena,CDS,.,+,0,.
DN38.contig00001,17166,17388,ena,CDS,.,+,0,.
DN38.contig00001,15858,16008,ena,CDS,.,+,0,.
DN38.contig00001,15464,15647,ena,CDS,.,+,0,.
DN38.contig00001,10794,10872,ena,CDS,.,+,0,.
DN38.contig00001,9511,9625,ena,CDS,.,+,0,.
DN38.contig00001,8565,9081,ena,CDS,.,+,0,.
DN38.contig00001,5174,5522,ena,CDS,.,+,0,.
DN38.contig00001,4174,4351,ena,CDS,.,+,0,.
DN38.contig00001,2513,4097,ena,CDS,.,+,0,.
DN38.contig00001,567,2139,ena,CDS,.,+,0,.
DN38.contig00002,198017,198089,ena,CDS,.,+,0,.
DN38.contig00002,195429,196890,ena,CDS,.,+,0,.
DN38.contig00002,194543,195233,ena,CDS,.,+,0,.
DN38.contig00002,193348,194392,ena,CDS,.,+,0,.
DN38.contig00002,191631,191997,ena,CDS,.,+,0,.
DN38.contig00002,189889,191233,ena,CDS,.,+,0,.
DN38.contig00002,187343,188723,ena,CDS,.,+,0,.
DN38.contig00002,186793,187201,ena,CDS,.,+,0,.
DN38.contig00002,185750,186755,ena,CDS,.,+,0,.
DN38.contig00002,185385,185664,ena,CDS,.,+,0,.
DN38.contig00002,184771,185149,ena,CDS,.,+,0,.
DN38.contig00002,184108,184384,ena,CDS,.,+,0,.
DN38.contig00002,182259,183444,ena,CDS,.,+,0,.
DN38.contig00002,180515,180632,ena,CDS,.,+,0,.
DN38.contig00002,179603,180479,ena,CDS,.,+,0,.
DN38.contig00002,178199,179432,ena,CDS,.,+,0,.
DN38.contig00002,177073,177949,ena,CDS,.,+,0,.
DN38.contig00002,174965,175166,ena,CDS,.,+,0,.
DN38.contig00002,173007,174906,ena,CDS,.,+,0,.
DN38.contig00002,165017,165212,ena,CDS,.,+,0,.
DN38.contig00002,164483,164684,ena,CDS,.,+,0,.
DN38.contig00002,162378,164226,ena,CDS,.,+,0,.
DN38.contig00002,160920,161133,ena,CDS,.,+,0,.
DN38.contig00002,154626,154890,ena,CDS,.,+,0,.
DN38.contig00002,154443,154617,ena,CDS,.,+,0,.
DN38.contig00002,153802,153973,ena,CDS,.,+,0,.
DN38.contig00002,153240,153513,ena,CDS,.,+,0,.
DN38.contig00002,152708,153047,ena,CDS,.,+,0,.
DN38.contig00002,148857,150189,ena,CDS,.,+,0,.
DN38.contig00002,147795,148746,ena,CDS,.,+,0,.
DN38.contig00002,146822,147167,ena,CDS,.,+,0,.
DN38.contig00002,145546,145798,ena,CDS,.,+,0,.
DN38.contig00002,141401,145142,ena,CDS,.,+,0,.
DN38.contig00002,140128,141034,ena,CDS,.,+,0,.
DN38.contig00002,137684,139826,ena,CDS,.,+,0,.
DN38.contig00002,136740,137511,ena,CDS,.,+,0,.
DN38.contig00002,134933,136193,ena,CDS,.,+,0,.
DN38.contig00002,133543,133831,ena,CDS,.,+,0,.
DN38.contig00002,133061,133175,ena,CDS,.,+,0,.
DN38.contig00002,132543,132792,ena,CDS,.,+,0,.
DN38.contig00002,131301,132510,ena,CDS,.,+,0,.
DN38.contig00002,128480,128615,ena,CDS,.,+,0,.
DN38.contig00002,126809,127490,ena,CDS,.,+,0,.
DN38.contig00002,126120,126759,ena,CDS,.,+,0,.
DN38.contig00002,124903,126118,ena,CDS,.,+,0,.
DN38.contig00002,124176,124692,ena,CDS,.,+,0,.
DN38.contig00002,123046,124051,ena,CDS,.,+,0,.
DN38.contig00002,122115,123036,ena,CDS,.,+,0,.
DN38.contig00002,121093,121978,ena,CDS,.,+,0,.
DN38.contig00002,120055,121039,ena,CDS,.,+,0,.
DN38.contig00002,118538,120041,ena,CDS,.,+,0,.
DN38.contig00002,118041,118512,ena,CDS,.,+,0,.
DN38.contig00002,114381,117036,ena,CDS,.,+,0,.
DN38.contig00002,112468,113731,ena,CDS,.,+,0,.
DN38.contig00002,108872,112418,ena,CDS,.,+,0,.
DN38.contig00002,107447,108857,ena,CDS,.,+,0,.
DN38.contig00002,107009,107438,ena,CDS,.,+,0,.
DN38.contig00002,105192,106785,ena,CDS,.,+,0,.
DN38.contig00002,103027,105190,ena,CDS,.,+,0,.
DN38.contig00002,101781,102555,ena,CDS,.,+,0,.
DN38.contig00002,100444,101779,ena,CDS,.,+,0,.
DN38.contig00002,99979,100438,ena,CDS,.,+,0,.
DN38.contig00002,98471,99959,ena,CDS,.,+,0,.
DN38.contig00002,97674,98469,ena,CDS,.,+,0,.
DN38.contig00002,95719,97489,ena,CDS,.,+,0,.
DN38.contig00002,95276,95714,ena,CDS,.,+,0,.
DN38.contig00002,93795,95274,ena,CDS,.,+,0,.
DN38.contig00002,93191,93755,ena,CDS,.,+,0,.
DN38.contig00002,91897,92818,ena,CDS,.,+,0,.
DN38.contig00002,89803,90097,ena,CDS,.,+,0,.
DN38.contig00002,87471,89052,ena,CDS,.,+,0,.
DN38.contig00002,83254,84295,ena,CDS,.,+,0,.
DN38.contig00002,81916,83224,ena,CDS,.,+,0,.
DN38.contig00002,81200,81536,ena,CDS,.,+,0,.
DN38.contig00002,79544,80789,ena,CDS,.,+,0,.
DN38.contig00002,79208,79502,ena,CDS,.,+,0,.
DN38.contig00002,76574,76880,ena,CDS,.,+,0,.
DN38.contig00002,73601,73766,ena,CDS,.,+,0,.
DN38.contig00002,73147,73528,ena,CDS,.,+,0,.
DN38.contig00002,71844,73047,ena,CDS,.,+,0,.
DN38.contig00002,69967,71179,ena,CDS,.,+,0,.
DN38.contig00002,65576,66827,ena,CDS,.,+,0,.
DN38.contig00002,65043,65343,ena,CDS,.,+,0,.
DN38.contig00002,63498,63969,ena,CDS,.,+,0,.
DN38.contig00002,62008,62449,ena,CDS,.,+,0,.
DN38.contig00002,61423,61732,ena,CDS,.,+,0,.
DN38.contig00002,58642,59398,ena,CDS,.,+,0,.
DN38.contig00002,57750,58614,ena,CDS,.,+,0,.
DN38.contig00002,56824,57745,ena,CDS,.,+,0,.
DN38.contig00002,55924,56746,ena,CDS,.,+,0,.
DN38.contig00002,55008,55554,ena,CDS,.,+,0,.
DN38.contig00002,53578,54994,ena,CDS,.,+,0,.
DN38.contig00002,51248,53555,ena,CDS,.,+,0,.
DN38.contig00002,50195,51239,ena,CDS,.,+,0,.
DN38.contig00002,49370,50174,ena,CDS,.,+,0,.
DN38.contig00002,47100,49098,ena,CDS,.,+,0,.
DN38.contig00002,45715,46888,ena,CDS,.,+,0,.
DN38.contig00002,44694,44853,ena,CDS,.,+,0,.
DN38.contig00002,43745,44666,ena,CDS,.,+,0,.
DN38.contig00002,42327,43737,ena,CDS,.,+,0,.
DN38.contig00002,41676,42318,ena,CDS,.,+,0,.
DN38.contig00002,40577,41531,ena,CDS,.,+,0,.
DN38.contig00002,38806,39016,ena,CDS,.,+,0,.
DN38.contig00002,37045,37315,ena,CDS,.,+,0,.
DN38.contig00002,36693,36855,ena,CDS,.,+,0,.
DN38.contig00002,35601,35769,ena,CDS,.,+,0,.
DN38.contig00002,34904,35192,ena,CDS,.,+,0,.
DN38.contig00002,34668,34875,ena,CDS,.,+,0,.
DN38.contig00002,31369,34624,ena,CDS,.,+,0,.
DN38.contig00002,30852,31137,ena,CDS,.,+,0,.
DN38.contig00002,30332,30533,ena,CDS,.,+,0,.
DN38.contig00002,28658,29885,ena,CDS,.,+,0,.
DN38.contig00002,27707,27920,ena,CDS,.,+,0,.
DN38.contig00002,23298,23916,ena,CDS,.,+,0,.
DN38.contig00002,22205,22409,ena,CDS,.,+,0,.
DN38.contig00002,20169,22044,ena,CDS,.,+,0,.
DN38.contig00002,18740,18983,ena,CDS,.,+,0,.
DN38.contig00002,16721,17489,ena,CDS,.,+,0,.
DN38.contig00002,15911,16646,ena,CDS,.,+,0,.
DN38.contig00002,12988,15535,ena,CDS,.,+,0,.
DN38.contig00002,10662,11826,ena,CDS,.,+,0,.
DN38.contig00002,10110,10257,ena,CDS,.,+,0,.
DN38.contig00002,7437,7839,ena,CDS,.,+,0,.
DN38.contig00002,6333,7278,ena,CDS,.,+,0,.
DN38.contig00002,2879,6296,ena,CDS,.,+,0,.
DN38.contig00002,2044,2776,ena,CDS,.,+,0,.
DN38.contig00002,47,1973,ena,CDS,.,+,0,.
DN38.contig00003,190389,191322,ena,CDS,.,+,0,.
DN38.contig00003,189827,190259,ena,CDS,.,+,0,.
DN38.contig00003,188801,189812,ena,CDS,.,+,0,.
DN38.contig00003,188128,188746,ena,CDS,.,+,0,.
DN38.contig00003,186795,187764,ena,CDS,.,+,0,.
DN38.contig00003,186273,186786,ena,CDS,.,+,0,.
DN38.contig00003,184471,186265,ena,CDS,.,+,0,.
DN38.contig00003,184058,184427,ena,CDS,.,+,0,.
DN38.contig00003,183214,183937,ena,CDS,.,+,0,.
DN38.contig00003,181760,183206,ena,CDS,.,+,0,.
DN38.contig00003,181005,181557,ena,CDS,.,+,0,.
DN38.contig00003,179751,179982,ena,CDS,.,+,0,.
DN38.contig00003,178401,178620,ena,CDS,.,+,0,.
DN38.contig00003,174529,174991,ena,CDS,.,+,0,.
DN38.contig00003,173560,174091,ena,CDS,.,+,0,.
DN38.contig00003,172867,173458,ena,CDS,.,+,0,.
DN38.contig00003,172384,172564,ena,CDS,.,+,0,.
DN38.contig00003,171576,172374,ena,CDS,.,+,0,.
DN38.contig00003,171208,171574,ena,CDS,.,+,0,.
DN38.contig00003,170662,170884,ena,CDS,.,+,0,.
DN38.contig00003,170001,170652,ena,CDS,.,+,0,.
DN38.contig00003,169544,169754,ena,CDS,.,+,0,.
DN38.contig00003,169125,169539,ena,CDS,.,+,0,.
DN38.contig00003,168424,169123,ena,CDS,.,+,0,.
DN38.contig00003,166139,168194,ena,CDS,.,+,0,.
DN38.contig00003,165910,166129,ena,CDS,.,+,0,.
DN38.contig00003,163902,164781,ena,CDS,.,+,0,.
DN38.contig00003,162086,163079,ena,CDS,.,+,0,.
DN38.contig00003,161156,161939,ena,CDS,.,+,0,.
DN38.contig00003,160878,161148,ena,CDS,.,+,0,.
DN38.contig00003,160212,160866,ena,CDS,.,+,0,.
DN38.contig00003,159599,159989,ena,CDS,.,+,0,.
DN38.contig00003,159185,159596,ena,CDS,.,+,0,.
DN38.contig00003,158371,159115,ena,CDS,.,+,0,.
DN38.contig00003,158096,158321,ena,CDS,.,+,0,.
DN38.contig00003,157554,158058,ena,CDS,.,+,0,.
DN38.contig00003,155759,157520,ena,CDS,.,+,0,.
DN38.contig00003,154888,155332,ena,CDS,.,+,0,.
DN38.contig00003,153554,154874,ena,CDS,.,+,0,.
DN38.contig00003,153140,153551,ena,CDS,.,+,0,.
DN38.contig00003,151782,152658,ena,CDS,.,+,0,.
DN38.contig00003,150398,151619,ena,CDS,.,+,0,.
DN38.contig00003,149940,150363,ena,CDS,.,+,0,.
DN38.contig00003,149550,149862,ena,CDS,.,+,0,.
DN38.contig00003,148041,149475,ena,CDS,.,+,0,.
DN38.contig00003,146983,148039,ena,CDS,.,+,0,.
DN38.contig00003,145406,146873,ena,CDS,.,+,0,.
DN38.contig00003,144764,145175,ena,CDS,.,+,0,.
DN38.contig00003,142446,144447,ena,CDS,.,+,0,.
DN38.contig00003,142042,142228,ena,CDS,.,+,0,.
DN38.contig00003,140759,141890,ena,CDS,.,+,0,.
DN38.contig00003,139391,140525,ena,CDS,.,+,0,.
DN38.contig00003,138035,139103,ena,CDS,.,+,0,.
DN38.contig00003,137866,138022,ena,CDS,.,+,0,.
DN38.contig00003,136934,137843,ena,CDS,.,+,0,.
DN38.contig00003,136500,136869,ena,CDS,.,+,0,.
DN38.contig00003,134553,134823,ena,CDS,.,+,0,.
DN38.contig00003,134100,134418,ena,CDS,.,+,0,.
DN38.contig00003,131785,132805,ena,CDS,.,+,0,.
DN38.contig00003,130849,131728,ena,CDS,.,+,0,.
DN38.contig00003,127700,129446,ena,CDS,.,+,0,.
DN38.contig00003,126327,127383,ena,CDS,.,+,0,.
DN38.contig00003,126089,126326,ena,CDS,.,+,0,.
DN38.contig00003,125546,125669,ena,CDS,.,+,0,.
DN38.contig00003,125346,125499,ena,CDS,.,+,0,.
DN38.contig00003,125090,125282,ena,CDS,.,+,0,.
DN38.contig00003,121750,122878,ena,CDS,.,+,0,.
DN38.contig00003,121120,121528,ena,CDS,.,+,0,.
DN38.contig00003,120340,120772,ena,CDS,.,+,0,.
DN38.contig00003,119702,120185,ena,CDS,.,+,0,.
DN38.contig00003,117902,119570,ena,CDS,.,+,0,.
DN38.contig00003,116519,117371,ena,CDS,.,+,0,.
DN38.contig00003,115687,116500,ena,CDS,.,+,0,.
DN38.contig00003,115342,115672,ena,CDS,.,+,0,.
DN38.contig00003,114428,115289,ena,CDS,.,+,0,.
DN38.contig00003,113336,114425,ena,CDS,.,+,0,.
DN38.contig00003,112047,113307,ena,CDS,.,+,0,.
DN38.contig00003,110602,110731,ena,CDS,.,+,0,.
DN38.contig00003,109049,109253,ena,CDS,.,+,0,.
DN38.contig00003,107875,108082,ena,CDS,.,+,0,.
DN38.contig00003,107514,107658,ena,CDS,.,+,0,.
DN38.contig00003,106177,106375,ena,CDS,.,+,0,.
DN38.contig00003,105508,105748,ena,CDS,.,+,0,.
DN38.contig00003,103900,105226,ena,CDS,.,+,0,.
DN38.contig00003,102398,103538,ena,CDS,.,+,0,.
DN38.contig00003,101085,101991,ena,CDS,.,+,0,.
DN38.contig00003,98910,100785,ena,CDS,.,+,0,.
DN38.contig00003,97793,98732,ena,CDS,.,+,0,.
DN38.contig00003,96697,97783,ena,CDS,.,+,0,.
DN38.contig00003,95821,96607,ena,CDS,.,+,0,.
DN38.contig00003,95018,95807,ena,CDS,.,+,0,.
DN38.contig00003,94378,94999,ena,CDS,.,+,0,.
DN38.contig00003,92801,94067,ena,CDS,.,+,0,.
DN38.contig00003,92026,92734,ena,CDS,.,+,0,.
DN38.contig00003,91592,92009,ena,CDS,.,+,0,.
DN38.contig00003,91192,91588,ena,CDS,.,+,0,.
DN38.contig00003,90162,90714,ena,CDS,.,+,0,.
DN38.contig00003,89225,90152,ena,CDS,.,+,0,.
DN38.contig00003,87472,87637,ena,CDS,.,+,0,.
DN38.contig00003,86892,87327,ena,CDS,.,+,0,.
DN38.contig00003,86237,86882,ena,CDS,.,+,0,.
DN38.contig00003,85502,85658,ena,CDS,.,+,0,.
DN38.contig00003,85156,85483,ena,CDS,.,+,0,.
DN38.contig00003,77559,84816,ena,CDS,.,+,0,.
DN38.contig00003,76486,77302,ena,CDS,.,+,0,.
DN38.contig00003,74119,76183,ena,CDS,.,+,0,.
DN38.contig00003,71937,72903,ena,CDS,.,+,0,.
DN38.contig00003,70175,71642,ena,CDS,.,+,0,.
DN38.contig00003,69361,69652,ena,CDS,.,+,0,.
DN38.contig00003,67472,67652,ena,CDS,.,+,0,.
DN38.contig00003,67248,67410,ena,CDS,.,+,0,.
DN38.contig00003,64059,66711,ena,CDS,.,+,0,.
DN38.contig00003,61797,61929,ena,CDS,.,+,0,.
DN38.contig00003,58733,60221,ena,CDS,.,+,0,.
DN38.contig00003,57807,58452,ena,CDS,.,+,0,.
DN38.contig00003,54991,55837,ena,CDS,.,+,0,.
DN38.contig00003,54767,54929,ena,CDS,.,+,0,.
DN38.contig00003,52938,53199,ena,CDS,.,+,0,.
DN38.contig00003,52481,52604,ena,CDS,.,+,0,.
DN38.contig00003,50184,51444,ena,CDS,.,+,0,.
DN38.contig00003,49432,50176,ena,CDS,.,+,0,.
DN38.contig00003,48930,49152,ena,CDS,.,+,0,.
DN38.contig00003,48514,48835,ena,CDS,.,+,0,.
DN38.contig00003,47796,47922,ena,CDS,.,+,0,.
DN38.contig00003,46903,47083,ena,CDS,.,+,0,.
DN38.contig00003,44773,45619,ena,CDS,.,+,0,.
DN38.contig00003,44448,44706,ena,CDS,.,+,0,.
